Name,Platform,Year,Genre,Publisher,Region,Sales,Global_Sales
,X360,2014,Shooter,Sega,Europe,0.13,0.3
,X360,2014,Shooter,Sega,Japan,0,0.3
,X360,2014,Shooter,Sega,Other,0.03,0.3
,GB,1995,Misc,Nintendo,North America,0,0.3
,GB,1995,Misc,Nintendo,Europe,0,0.3
,GB,1995,Misc,Nintendo,Japan,0.3,0.3
,GB,1995,Misc,Nintendo,Other,0,0.3
,SAT,1996,Shooter,Sega,North America,0,0.3
,SAT,1996,Shooter,Sega,Europe,0,0.3
,SAT,1996,Shooter,Sega,Japan,0.3,0.3
,SAT,1996,Shooter,Sega,Other,0,0.3
,PS,1998,Fighting,SquareSoft,North America,0.17,0.3
,PS,1998,Fighting,SquareSoft,Europe,0.12,0.3
,PS,1998,Fighting,SquareSoft,Japan,0,0.3
,PS,1998,Fighting,SquareSoft,Other,0.02,0.3
,PSP,2005,Misc,Sega,North America,0,0.3
,PSP,2005,Misc,Sega,Europe,0,0.3
,PSP,2005,Misc,Sega,Japan,0.3,0.3
,PSP,2005,Misc,Sega,Other,0,0.3
,Wii,2011,Misc,Konami Digital Entertainment,North America,0.24,0.3
,Wii,2011,Misc,Konami Digital Entertainment,Europe,0.04,0.3
,Wii,2011,Misc,Konami Digital Entertainment,Japan,0,0.3
,Wii,2011,Misc,Konami Digital Entertainment,Other,0.02,0.3
,GBA,2003,Platform,Universal Interactive,North America,0.22,0.3
,GBA,2003,Platform,Universal Interactive,Europe,0.08,0.3
,GBA,2003,Platform,Universal Interactive,Japan,0,0.3
,GBA,2003,Platform,Universal Interactive,Other,0.01,0.3
, Sea, Air,PS,2000,North America,Action,0
, Sea, Air,PS,2000,Europe,3DO,0
, Sea, Air,PS,2000,Japan,0.17,0
, Sea, Air,PS,2000,Other,0.12,0
,PS3,2012,Strategy,Namco Bandai Games,North America,0,0.3
,PS3,2012,Strategy,Namco Bandai Games,Europe,0,0.3
,PS3,2012,Strategy,Namco Bandai Games,Japan,0.3,0.3
,PS3,2012,Strategy,Namco Bandai Games,Other,0,0.3
,PS3,2007,Shooter,Midway Games,North America,0.24,0.3
,PS3,2007,Shooter,Midway Games,Europe,0.03,0.3
,PS3,2007,Shooter,Midway Games,Japan,0,0.3
,PS3,2007,Shooter,Midway Games,Other,0.03,0.3
,Wii,2007,Simulation,Nintendo,North America,0.22,0.3
,Wii,2007,Simulation,Nintendo,Europe,0.04,0.3
,Wii,2007,Simulation,Nintendo,Japan,0.01,0.3
,Wii,2007,Simulation,Nintendo,Other,0.03,0.3
,DS,N/A,Action,Activision,North America,0.26,0.3
,DS,N/A,Action,Activision,Europe,0.02,0.3
,DS,N/A,Action,Activision,Japan,0,0.3
,DS,N/A,Action,Activision,Other,0.02,0.3
,PSP,2006,Puzzle,Disney Interactive Studios,North America,0.12,0.3
,PSP,2006,Puzzle,Disney Interactive Studios,Europe,0.12,0.3
,PSP,2006,Puzzle,Disney Interactive Studios,Japan,0,0.3
,PSP,2006,Puzzle,Disney Interactive Studios,Other,0.07,0.3
,WiiU,2014,Action,Nintendo,North America,0.2,0.3
,WiiU,2014,Action,Nintendo,Europe,0,0.3
,WiiU,2014,Action,Nintendo,Japan,0.08,0.3
,WiiU,2014,Action,Nintendo,Other,0.02,0.3
,PC,2006,Simulation,Deep Silver,North America,0,0.3
,PC,2006,Simulation,Deep Silver,Europe,0.25,0.3
,PC,2006,Simulation,Deep Silver,Japan,0,0.3
,PC,2006,Simulation,Deep Silver,Other,0.05,0.3
,PS,1995,Platform,Sony Computer Entertainment,North America,0.05,0.3
,PS,1995,Platform,Sony Computer Entertainment,Europe,0.03,0.3
,PS,1995,Platform,Sony Computer Entertainment,Japan,0.21,0.3
,PS,1995,Platform,Sony Computer Entertainment,Other,0.02,0.3
,PS2,2005,Misc,Konami Digital Entertainment,North America,0.15,0.3
,PS2,2005,Misc,Konami Digital Entertainment,Europe,0.12,0.3
,PS2,2005,Misc,Konami Digital Entertainment,Japan,0,0.3
,PS2,2005,Misc,Konami Digital Entertainment,Other,0.04,0.3
,DS,2010,Action,Warner Bros. Interactive Entertainment,North America,0.24,0.3
,DS,2010,Action,Warner Bros. Interactive Entertainment,Europe,0.04,0.3
,DS,2010,Action,Warner Bros. Interactive Entertainment,Japan,0,0.3
,DS,2010,Action,Warner Bros. Interactive Entertainment,Other,0.02,0.3
,GC,2002,Racing,Acclaim Entertainment,North America,0.23,0.3
,GC,2002,Racing,Acclaim Entertainment,Europe,0.06,0.3
,GC,2002,Racing,Acclaim Entertainment,Japan,0,0.3
,GC,2002,Racing,Acclaim Entertainment,Other,0.01,0.3
,GBA,2005,Platform,Disney Interactive Studios,North America,0.22,0.3
,GBA,2005,Platform,Disney Interactive Studios,Europe,0.08,0.3
,GBA,2005,Platform,Disney Interactive Studios,Japan,0,0.3
,GBA,2005,Platform,Disney Interactive Studios,Other,0.01,0.3
,PS2,2003,Action,Capcom,North America,0.15,0.3
,PS2,2003,Action,Capcom,Europe,0.12,0.3
,PS2,2003,Action,Capcom,Japan,0,0.3
,PS2,2003,Action,Capcom,Other,0.04,0.3
,X360,2011,Fighting,Ubisoft,North America,0.18,0.3
,X360,2011,Fighting,Ubisoft,Europe,0.1,0.3
,X360,2011,Fighting,Ubisoft,Japan,0,0.3
,X360,2011,Fighting,Ubisoft,Other,0.03,0.3
,X360,2011,Racing,Activision,North America,0.29,0.3
,X360,2011,Racing,Activision,Europe,0,0.3
,X360,2011,Racing,Activision,Japan,0,0.3
,X360,2011,Racing,Activision,Other,0.02,0.3
,DS,2009,Puzzle,Sega,North America,0,0.3
,DS,2009,Puzzle,Sega,Europe,0,0.3
,DS,2009,Puzzle,Sega,Japan,0.3,0.3
,DS,2009,Puzzle,Sega,Other,0,0.3
,Wii,2010,Platform,Activision,North America,0.19,0.3
,Wii,2010,Platform,Activision,Europe,0.09,0.3
,Wii,2010,Platform,Activision,Japan,0,0.3
,Wii,2010,Platform,Activision,Other,0.03,0.3
,GBA,2005,Adventure,Global Star,North America,0.22,0.3
,GBA,2005,Adventure,Global Star,Europe,0.08,0.3
,GBA,2005,Adventure,Global Star,Japan,0,0.3
,GBA,2005,Adventure,Global Star,Other,0.01,0.3
,PS2,2005,Adventure,Sony Computer Entertainment,North America,0.15,0.3
,PS2,2005,Adventure,Sony Computer Entertainment,Europe,0.12,0.3
,PS2,2005,Adventure,Sony Computer Entertainment,Japan,0,0.3
,PS2,2005,Adventure,Sony Computer Entertainment,Other,0.04,0.3
,SAT,1995,Role-Playing,Sega,North America,0,0.3
,SAT,1995,Role-Playing,Sega,Europe,0,0.3
,SAT,1995,Role-Playing,Sega,Japan,0.3,0.3
,SAT,1995,Role-Playing,Sega,Other,0,0.3
,GBA,2006,Misc,Nintendo,North America,0,0.3
,GBA,2006,Misc,Nintendo,Europe,0,0.3
,GBA,2006,Misc,Nintendo,Japan,0.3,0.3
,GBA,2006,Misc,Nintendo,Other,0.01,0.3
,DS,2007,Strategy,Banpresto,North America,0,0.3
,DS,2007,Strategy,Banpresto,Europe,0,0.3
,DS,2007,Strategy,Banpresto,Japan,0.3,0.3
,DS,2007,Strategy,Banpresto,Other,0,0.3
,PS,1997,Racing,Sony Computer Entertainment,North America,0.17,0.3
,PS,1997,Racing,Sony Computer Entertainment,Europe,0.11,0.3
,PS,1997,Racing,Sony Computer Entertainment,Japan,0,0.3
,PS,1997,Racing,Sony Computer Entertainment,Other,0.02,0.3
,PSP,2010,Strategy,Sony Computer Entertainment,North America,0.05,0.3
,PSP,2010,Strategy,Sony Computer Entertainment,Europe,0.16,0.3
,PSP,2010,Strategy,Sony Computer Entertainment,Japan,0,0.3
,PSP,2010,Strategy,Sony Computer Entertainment,Other,0.08,0.3
,PS2,2006,Adventure,Sony Computer Entertainment,North America,0.15,0.3
,PS2,2006,Adventure,Sony Computer Entertainment,Europe,0.12,0.3
,PS2,2006,Adventure,Sony Computer Entertainment,Japan,0,0.3
,PS2,2006,Adventure,Sony Computer Entertainment,Other,0.04,0.3
,PSP,2007,Platform,Activision,North America,0.01,0.3
,PSP,2007,Platform,Activision,Europe,0.23,0.3
,PSP,2007,Platform,Activision,Japan,0,0.3
,PSP,2007,Platform,Activision,Other,0.06,0.3
,PS,N/A,Racing,Unknown,North America,0.17,0.3
,PS,N/A,Racing,Unknown,Europe,0.11,0.3
,PS,N/A,Racing,Unknown,Japan,0,0.3
,PS,N/A,Racing,Unknown,Other,0.02,0.3
,NES,1990,Sports,Namco Bandai Games,North America,0,0.3
,NES,1990,Sports,Namco Bandai Games,Europe,0,0.3
,NES,1990,Sports,Namco Bandai Games,Japan,0.3,0.3
,NES,1990,Sports,Namco Bandai Games,Other,0,0.3
,DS,2011,Misc,Activision,North America,0.27,0.3
,DS,2011,Misc,Activision,Europe,0.02,0.3
,DS,2011,Misc,Activision,Japan,0,0.3
,DS,2011,Misc,Activision,Other,0.02,0.3
,DS,2008,Strategy,THQ,North America,0.24,0.3
,DS,2008,Strategy,THQ,Europe,0.03,0.3
,DS,2008,Strategy,THQ,Japan,0,0.3
,DS,2008,Strategy,THQ,Other,0.02,0.3
,DS,2007,Action,Warner Bros. Interactive Entertainment,North America,0.28,0.3
,DS,2007,Action,Warner Bros. Interactive Entertainment,Europe,0,0.3
,DS,2007,Action,Warner Bros. Interactive Entertainment,Japan,0,0.3
,DS,2007,Action,Warner Bros. Interactive Entertainment,Other,0.02,0.3
,PS2,2007,Strategy,Banpresto,North America,0,0.3
,PS2,2007,Strategy,Banpresto,Europe,0,0.3
,PS2,2007,Strategy,Banpresto,Japan,0.3,0.3
,PS2,2007,Strategy,Banpresto,Other,0,0.3
,PS3,2013,Role-Playing,Square Enix,North America,0.1,0.3
,PS3,2013,Role-Playing,Square Enix,Europe,0,0.3
,PS3,2013,Role-Playing,Square Enix,Japan,0.19,0.3
,PS3,2013,Role-Playing,Square Enix,Other,0.02,0.3
,SAT,1994,Sports,Sega,North America,0,0.3
,SAT,1994,Sports,Sega,Europe,0,0.3
,SAT,1994,Sports,Sega,Japan,0.3,0.3
,SAT,1994,Sports,Sega,Other,0,0.3
,PC,2004,Simulation,Electronic Arts,North America,0.02,0.3
,PC,2004,Simulation,Electronic Arts,Europe,0.24,0.3
,PC,2004,Simulation,Electronic Arts,Japan,0,0.3
,PC,2004,Simulation,Electronic Arts,Other,0.05,0.3
,PSV,N/A,Role-Playing,Nippon Ichi Software,North America,0.13,0.3
,PSV,N/A,Role-Playing,Nippon Ichi Software,Europe,0.06,0.3
,PSV,N/A,Role-Playing,Nippon Ichi Software,Japan,0.07,0.3
,PSV,N/A,Role-Playing,Nippon Ichi Software,Other,0.04,0.3
,3DS,2011,Action,Ubisoft,North America,0.14,0.3
,3DS,2011,Action,Ubisoft,Europe,0.07,0.3
,3DS,2011,Action,Ubisoft,Japan,0.07,0.3
,3DS,2011,Action,Ubisoft,Other,0.02,0.3
,PS4,2015,Action,Capcom,North America,0.12,0.3
,PS4,2015,Action,Capcom,Europe,0.13,0.3
,PS4,2015,Action,Capcom,Japan,0,0.3
,PS4,2015,Action,Capcom,Other,0.05,0.3
,DS,2009,Adventure,Disney Interactive Studios,North America,0.28,0.3
,DS,2009,Adventure,Disney Interactive Studios,Europe,0,0.3
,DS,2009,Adventure,Disney Interactive Studios,Japan,0,0.3
,DS,2009,Adventure,Disney Interactive Studios,Other,0.02,0.3
,X360,2007,Action,Tecmo Koei,North America,0.15,0.3
,X360,2007,Action,Tecmo Koei,Europe,0.06,0.3
,X360,2007,Action,Tecmo Koei,Japan,0.06,0.3
,X360,2007,Action,Tecmo Koei,Other,0.02,0.3
,Wii,2008,Racing,Eidos Interactive,North America,0.27,0.3
,Wii,2008,Racing,Eidos Interactive,Europe,0.01,0.3
,Wii,2008,Racing,Eidos Interactive,Japan,0,0.3
,Wii,2008,Racing,Eidos Interactive,Other,0.02,0.3
,PS4,2014,Action,Tecmo Koei,North America,0.09,0.3
,PS4,2014,Action,Tecmo Koei,Europe,0.11,0.3
,PS4,2014,Action,Tecmo Koei,Japan,0.06,0.3
,PS4,2014,Action,Tecmo Koei,Other,0.04,0.3
,PSV,2014,Action,Tecmo Koei,North America,0.05,0.3
,PSV,2014,Action,Tecmo Koei,Europe,0.05,0.3
,PSV,2014,Action,Tecmo Koei,Japan,0.17,0.3
,PSV,2014,Action,Tecmo Koei,Other,0.03,0.3
,Wii,2010,Action,Capcom,North America,0.08,0.3
,Wii,2010,Action,Capcom,Europe,0.02,0.3
,Wii,2010,Action,Capcom,Japan,0.2,0.3
,Wii,2010,Action,Capcom,Other,0.01,0.3
,PS2,2002,Strategy,Tecmo Koei,North America,0.05,0.3
,PS2,2002,Strategy,Tecmo Koei,Europe,0.04,0.3
,PS2,2002,Strategy,Tecmo Koei,Japan,0.19,0.3
,PS2,2002,Strategy,Tecmo Koei,Other,0.01,0.3
,DS,2008,Role-Playing,Nintendo,North America,0,0.3
,DS,2008,Role-Playing,Nintendo,Europe,0,0.3
,DS,2008,Role-Playing,Nintendo,Japan,0.3,0.3
,DS,2008,Role-Playing,Nintendo,Other,0,0.3
,SNES,1994,Role-Playing,Hudson Soft,North America,0,0.3
,SNES,1994,Role-Playing,Hudson Soft,Europe,0,0.3
,SNES,1994,Role-Playing,Hudson Soft,Japan,0.3,0.3
,SNES,1994,Role-Playing,Hudson Soft,Other,0,0.3
,PS4,2015,Simulation,Kalypso Media,North America,0.05,0.3
,PS4,2015,Simulation,Kalypso Media,Europe,0.16,0.3
,PS4,2015,Simulation,Kalypso Media,Japan,0.05,0.3
,PS4,2015,Simulation,Kalypso Media,Other,0.04,0.3
,PS2,2001,Sports,Midas Interactive Entertainment,North America,0.15,0.3
,PS2,2001,Sports,Midas Interactive Entertainment,Europe,0.11,0.3
,PS2,2001,Sports,Midas Interactive Entertainment,Japan,0,0.3
,PS2,2001,Sports,Midas Interactive Entertainment,Other,0.04,0.3
,DS,2008,Role-Playing,Nintendo,North America,0.2,0.3
,DS,2008,Role-Playing,Nintendo,Europe,0,0.3
,DS,2008,Role-Playing,Nintendo,Japan,0.08,0.3
,DS,2008,Role-Playing,Nintendo,Other,0.01,0.3
,N64,1999,Racing,Take-Two Interactive,North America,0.24,0.3
,N64,1999,Racing,Take-Two Interactive,Europe,0.06,0.3
,N64,1999,Racing,Take-Two Interactive,Japan,0,0.3
,N64,1999,Racing,Take-Two Interactive,Other,0,0.3
,N64,1999,Shooter,Activision,North America,0.24,0.3
,N64,1999,Shooter,Activision,Europe,0.06,0.3
,N64,1999,Shooter,Activision,Japan,0,0.3
,N64,1999,Shooter,Activision,Other,0,0.3
,DS,2006,Misc,Spike,North America,0,0.3
,DS,2006,Misc,Spike,Europe,0,0.3
,DS,2006,Misc,Spike,Japan,0.3,0.3
,DS,2006,Misc,Spike,Other,0,0.3
,GBA,2003,Racing,THQ,North America,0.21,0.3
,GBA,2003,Racing,THQ,Europe,0.08,0.3
,GBA,2003,Racing,THQ,Japan,0,0.3
,GBA,2003,Racing,THQ,Other,0.01,0.3
,DS,2009,Simulation,Electronic Arts,North America,0.15,0.3
,DS,2009,Simulation,Electronic Arts,Europe,0.12,0.3
,DS,2009,Simulation,Electronic Arts,Japan,0,0.3
,DS,2009,Simulation,Electronic Arts,Other,0.03,0.3
,X360,2007,Action,Electronic Arts,North America,0.24,0.3
,X360,2007,Action,Electronic Arts,Europe,0.04,0.3
,X360,2007,Action,Electronic Arts,Japan,0,0.3
,X360,2007,Action,Electronic Arts,Other,0.02,0.3
,PS4,2015,Action,Activision,North America,0.17,0.3
,PS4,2015,Action,Activision,Europe,0.08,0.3
,PS4,2015,Action,Activision,Japan,0,0.3
,PS4,2015,Action,Activision,Other,0.05,0.3
,PS,1997,Simulation,Namco Bandai Games,North America,0,0.3
,PS,1997,Simulation,Namco Bandai Games,Europe,0,0.3
,PS,1997,Simulation,Namco Bandai Games,Japan,0.28,0.3
,PS,1997,Simulation,Namco Bandai Games,Other,0.02,0.3
,3DS,2011,Action,Namco Bandai Games,North America,0,0.3
,3DS,2011,Action,Namco Bandai Games,Europe,0,0.3
,3DS,2011,Action,Namco Bandai Games,Japan,0.3,0.3
,3DS,2011,Action,Namco Bandai Games,Other,0,0.3
,PS2,2000,Platform,Ubisoft,North America,0.15,0.3
,PS2,2000,Platform,Ubisoft,Europe,0.11,0.3
,PS2,2000,Platform,Ubisoft,Japan,0,0.3
,PS2,2000,Platform,Ubisoft,Other,0.04,0.3
,GBA,2003,Action,Atari,North America,0.21,0.3
,GBA,2003,Action,Atari,Europe,0.08,0.3
,GBA,2003,Action,Atari,Japan,0,0.3
,GBA,2003,Action,Atari,Other,0.01,0.3
,SNES,1997,Puzzle,Hudson Soft,North America,0,0.3
,SNES,1997,Puzzle,Hudson Soft,Europe,0,0.3
,SNES,1997,Puzzle,Hudson Soft,Japan,0.3,0.3
,SNES,1997,Puzzle,Hudson Soft,Other,0,0.3
,X360,2006,Action,Microsoft Game Studios,North America,0.2,0.3
,X360,2006,Action,Microsoft Game Studios,Europe,0.03,0.3
,X360,2006,Action,Microsoft Game Studios,Japan,0.05,0.3
,X360,2006,Action,Microsoft Game Studios,Other,0.02,0.3
,PSP,2011,Role-Playing,Atlus,North America,0.13,0.3
,PSP,2011,Role-Playing,Atlus,Europe,0.03,0.3
,PSP,2011,Role-Playing,Atlus,Japan,0.11,0.3
,PSP,2011,Role-Playing,Atlus,Other,0.03,0.3
,PS,2000,Action,3DO,North America,0.17,0.3
,PS,2000,Action,3DO,Europe,0.11,0.3
,PS,2000,Action,3DO,Japan,0,0.3
,PS,2000,Action,3DO,Other,0.02,0.3
,PC,2005,Racing,Electronic Arts,North America,0.02,0.3
,PC,2005,Racing,Electronic Arts,Europe,0.23,0.3
,PC,2005,Racing,Electronic Arts,Japan,0,0.3
,PC,2005,Racing,Electronic Arts,Other,0.05,0.3
,GC,N/A,Sports,Electronic Arts,North America,0.23,0.3
,GC,N/A,Sports,Electronic Arts,Europe,0.06,0.3
,GC,N/A,Sports,Electronic Arts,Japan,0,0.3
,GC,N/A,Sports,Electronic Arts,Other,0.01,0.3
,PS2,2003,Fighting,THQ,North America,0.15,0.3
,PS2,2003,Fighting,THQ,Europe,0.11,0.3
,PS2,2003,Fighting,THQ,Japan,0,0.3
,PS2,2003,Fighting,THQ,Other,0.04,0.3
,PS2,2000,Role-Playing,Ubisoft,North America,0.1,0.3
,PS2,2000,Role-Playing,Ubisoft,Europe,0.07,0.3
,PS2,2000,Role-Playing,Ubisoft,Japan,0.1,0.3
,PS2,2000,Role-Playing,Ubisoft,Other,0.03,0.3
,SAT,1996,Strategy,Sega,North America,0,0.3
,SAT,1996,Strategy,Sega,Europe,0,0.3
,SAT,1996,Strategy,Sega,Japan,0.3,0.3
,SAT,1996,Strategy,Sega,Other,0,0.3
,DS,2007,Simulation,Ubisoft,North America,0.23,0.3
,DS,2007,Simulation,Ubisoft,Europe,0.04,0.3
,DS,2007,Simulation,Ubisoft,Japan,0,0.3
,DS,2007,Simulation,Ubisoft,Other,0.02,0.3
,X360,2011,Misc,Ubisoft,North America,0.15,0.3
,X360,2011,Misc,Ubisoft,Europe,0.12,0.3
,X360,2011,Misc,Ubisoft,Japan,0,0.3
,X360,2011,Misc,Ubisoft,Other,0.03,0.3
,3DS,2012,Role-Playing,Atlus,North America,0.13,0.3
,3DS,2012,Role-Playing,Atlus,Europe,0.02,0.3
,3DS,2012,Role-Playing,Atlus,Japan,0.14,0.3
,3DS,2012,Role-Playing,Atlus,Other,0.01,0.3
,SNES,1995,Sports,Tecmo Koei,North America,0,0.3
,SNES,1995,Sports,Tecmo Koei,Europe,0,0.3
,SNES,1995,Sports,Tecmo Koei,Japan,0.3,0.3
,SNES,1995,Sports,Tecmo Koei,Other,0,0.3
,PS,1996,Fighting,Virgin Interactive,North America,0.07,0.3
,PS,1996,Fighting,Virgin Interactive,Europe,0.05,0.3
,PS,1996,Fighting,Virgin Interactive,Japan,0.15,0.3
,PS,1996,Fighting,Virgin Interactive,Other,0.02,0.3
,X360,2007,Action,Activision,North America,0.26,0.3
,X360,2007,Action,Activision,Europe,0.02,0.3
,X360,2007,Action,Activision,Japan,0,0.3
,X360,2007,Action,Activision,Other,0.02,0.3
,PC,2014,Sports,Electronic Arts,North America,0,0.3
,PC,2014,Sports,Electronic Arts,Europe,0.27,0.3
,PC,2014,Sports,Electronic Arts,Japan,0,0.3
,PC,2014,Sports,Electronic Arts,Other,0.03,0.3
,X360,2008,Simulation,Konami Digital Entertainment,North America,0.28,0.3
,X360,2008,Simulation,Konami Digital Entertainment,Europe,0,0.3
,X360,2008,Simulation,Konami Digital Entertainment,Japan,0,0.3
,X360,2008,Simulation,Konami Digital Entertainment,Other,0.02,0.3
,3DS,N/A,Simulation,Unknown,North America,0.28,0.3
,3DS,N/A,Simulation,Unknown,Europe,0,0.3
,3DS,N/A,Simulation,Unknown,Japan,0,0.3
,3DS,N/A,Simulation,Unknown,Other,0.02,0.3
,Wii,2012,Misc,Nordic Games,North America,0.08,0.3
,Wii,2012,Misc,Nordic Games,Europe,0.19,0.3
,Wii,2012,Misc,Nordic Games,Japan,0,0.3
,Wii,2012,Misc,Nordic Games,Other,0.03,0.3
,PS2,2004,Fighting,Acclaim Entertainment,North America,0.15,0.3
,PS2,2004,Fighting,Acclaim Entertainment,Europe,0.11,0.3
,PS2,2004,Fighting,Acclaim Entertainment,Japan,0,0.3
,PS2,2004,Fighting,Acclaim Entertainment,Other,0.04,0.3
,PSP,2006,Misc,Capcom,North America,0.27,0.3
,PSP,2006,Misc,Capcom,Europe,0,0.3
,PSP,2006,Misc,Capcom,Japan,0,0.3
,PSP,2006,Misc,Capcom,Other,0.03,0.3
,Wii,2009,Sports,Zushi Games,North America,0.26,0.3
,Wii,2009,Sports,Zushi Games,Europe,0.01,0.3
,Wii,2009,Sports,Zushi Games,Japan,0,0.3
,Wii,2009,Sports,Zushi Games,Other,0.02,0.3
,DS,2011,Shooter,Activision,North America,0.21,0.3
,DS,2011,Shooter,Activision,Europe,0.07,0.3
,DS,2011,Shooter,Activision,Japan,0,0.3
,DS,2011,Shooter,Activision,Other,0.02,0.3
,PC,2003,Simulation,Electronic Arts,North America,0.01,0.3
,PC,2003,Simulation,Electronic Arts,Europe,0.24,0.3
,PC,2003,Simulation,Electronic Arts,Japan,0,0.3
,PC,2003,Simulation,Electronic Arts,Other,0.05,0.3
,SNES,1995,Role-Playing,Hudson Soft,North America,0,0.3
,SNES,1995,Role-Playing,Hudson Soft,Europe,0,0.3
,SNES,1995,Role-Playing,Hudson Soft,Japan,0.3,0.3
,SNES,1995,Role-Playing,Hudson Soft,Other,0,0.3
,PSV,2014,Role-Playing,Namco Bandai Games,North America,0,0.3
,PSV,2014,Role-Playing,Namco Bandai Games,Europe,0,0.3
,PSV,2014,Role-Playing,Namco Bandai Games,Japan,0.3,0.3
,PSV,2014,Role-Playing,Namco Bandai Games,Other,0,0.3
,PS4,2016,Role-Playing,Square Enix,North America,0.06,0.3
,PS4,2016,Role-Playing,Square Enix,Europe,0.07,0.3
,PS4,2016,Role-Playing,Square Enix,Japan,0.14,0.3
,PS4,2016,Role-Playing,Square Enix,Other,0.02,0.3
,PS3,2011,Shooter,Ubisoft,North America,0.12,0.3
,PS3,2011,Shooter,Ubisoft,Europe,0.13,0.3
,PS3,2011,Shooter,Ubisoft,Japan,0,0.3
,PS3,2011,Shooter,Ubisoft,Other,0.05,0.3
,PS2,2005,Strategy,THQ,North America,0.15,0.3
,PS2,2005,Strategy,THQ,Europe,0.11,0.3
,PS2,2005,Strategy,THQ,Japan,0,0.3
,PS2,2005,Strategy,THQ,Other,0.04,0.3
,DS,2009,Misc,Majesco Entertainment,North America,0.28,0.3
,DS,2009,Misc,Majesco Entertainment,Europe,0,0.3
,DS,2009,Misc,Majesco Entertainment,Japan,0,0.3
,DS,2009,Misc,Majesco Entertainment,Other,0.02,0.3
,Wii,2010,Misc,Namco Bandai Games,North America,0,0.3
,Wii,2010,Misc,Namco Bandai Games,Europe,0,0.3
,Wii,2010,Misc,Namco Bandai Games,Japan,0.3,0.3
,Wii,2010,Misc,Namco Bandai Games,Other,0,0.3
,X360,2012,Shooter,Activision,North America,0.13,0.3
,X360,2012,Shooter,Activision,Europe,0.14,0.3
,X360,2012,Shooter,Activision,Japan,0,0.3
,X360,2012,Shooter,Activision,Other,0.03,0.3
,PS2,2006,Simulation,Electronic Arts,North America,0.02,0.3
,PS2,2006,Simulation,Electronic Arts,Europe,0.01,0.3
,PS2,2006,Simulation,Electronic Arts,Japan,0,0.3
,PS2,2006,Simulation,Electronic Arts,Other,0.27,0.3
,PSV,2016,Role-Playing,Square Enix,North America,0,0.3
,PSV,2016,Role-Playing,Square Enix,Europe,0,0.3
,PSV,2016,Role-Playing,Square Enix,Japan,0.3,0.3
,PSV,2016,Role-Playing,Square Enix,Other,0,0.3
,DS,2007,Action,Disney Interactive Studios,North America,0.17,0.3
,DS,2007,Action,Disney Interactive Studios,Europe,0.09,0.3
,DS,2007,Action,Disney Interactive Studios,Japan,0,0.3
,DS,2007,Action,Disney Interactive Studios,Other,0.03,0.3
,GBA,2003,Sports,Konami Digital Entertainment,North America,0,0.3
,GBA,2003,Sports,Konami Digital Entertainment,Europe,0,0.3
,GBA,2003,Sports,Konami Digital Entertainment,Japan,0.29,0.3
,GBA,2003,Sports,Konami Digital Entertainment,Other,0.01,0.3
,DS,2006,Platform,Capcom,North America,0.18,0.3
,DS,2006,Platform,Capcom,Europe,0,0.3
,DS,2006,Platform,Capcom,Japan,0.1,0.3
,DS,2006,Platform,Capcom,Other,0.02,0.3
,DS,2005,Simulation,Marvelous Interactive,North America,0.3,0.3
,DS,2005,Simulation,Marvelous Interactive,Europe,0,0.3
,DS,2005,Simulation,Marvelous Interactive,Japan,0,0.3
,DS,2005,Simulation,Marvelous Interactive,Other,0,0.3
,DS,2007,Sports,Konami Digital Entertainment,North America,0,0.3
,DS,2007,Sports,Konami Digital Entertainment,Europe,0,0.3
,DS,2007,Sports,Konami Digital Entertainment,Japan,0.3,0.3
,DS,2007,Sports,Konami Digital Entertainment,Other,0,0.3
,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,North America,0.14,0.3
,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,Europe,0.1,0.3
,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,Japan,0.01,0.3
,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,Other,0.05,0.3
,GBA,2004,Action,THQ,North America,0.21,0.3
,GBA,2004,Action,THQ,Europe,0.08,0.3
,GBA,2004,Action,THQ,Japan,0,0.3
,GBA,2004,Action,THQ,Other,0.01,0.3
,GBA,2002,Platform,THQ,North America,0.21,0.3
,GBA,2002,Platform,THQ,Europe,0.08,0.3
,GBA,2002,Platform,THQ,Japan,0,0.3
,GBA,2002,Platform,THQ,Other,0.01,0.3
,PS3,2009,Racing,Activision,North America,0.19,0.3
,PS3,2009,Racing,Activision,Europe,0.07,0.3
,PS3,2009,Racing,Activision,Japan,0,0.3
,PS3,2009,Racing,Activision,Other,0.04,0.3
,PS,1997,Simulation,Electronic Arts,North America,0.16,0.3
,PS,1997,Simulation,Electronic Arts,Europe,0.11,0.3
,PS,1997,Simulation,Electronic Arts,Japan,0,0.3
,PS,1997,Simulation,Electronic Arts,Other,0.02,0.3
,X360,2009,Misc,Activision,North America,0.16,0.3
,X360,2009,Misc,Activision,Europe,0.1,0.3
,X360,2009,Misc,Activision,Japan,0,0.3
,X360,2009,Misc,Activision,Other,0.03,0.3
,X360,2007,Role-Playing,Square Enix,North America,0.25,0.3
,X360,2007,Role-Playing,Square Enix,Europe,0,0.3
,X360,2007,Role-Playing,Square Enix,Japan,0.02,0.3
